lp,src,mt,score
zh-en,我/竟然/独自/从地铁站/走！/回了酒店/全程仅依靠导航/以及一位热心小哥的指导←_←/只是/下雨夜/走在黑黢黢的路上/还是有些方,I / even / alone / from the subway station / walk! /Back to the hotel/The whole process only relies on the navigation/And the guidance of a warm-hearted brother←_←/It’s just/On a rainy night/Walking on the dark road/There are still some ways,0.517266219
zh-en,发新专了，送张专辑怎么了，碍你们什么事儿了？简直了,It's a new album. What's wrong with sending an album? What's wrong with you? Simply,-0.071919367
zh-en,哎呀！一下子下这么大的雨，木有雨伞,"oops! It's raining so hard all of a sudden, there's no umbrella",0.664562616
zh-en,接到一个6语的网站～日语、西班牙语、俄语、法语、中文、英语～头都大了晕死做吧期望以后不要再有这种单子了,"Received a website in 6 languages ​​~ Japanese, Spanish, Russian, French, Chinese, English ~ my head is big and faint. I hope there will be no more such lists in the future.",-0.071919367
zh-en,好困，还不让睡觉，还要听着这个该死的舌头漏风的老师讲课！！老师啊，你说话就别卖萌了好嘛？！！????????????,"I'm so sleepy, I won't let you sleep, and I have to listen to this damn teacher who has a leaky tongue! ! Teacher, don't act cute when you talk, okay? ! ! ????????????",-0.071919367
zh-en,师院阳光等了好久终于等到你还好我没放弃,I have waited for a long time for the sunshine of the teacher's college,-0.80840135
zh-en,对于这种一而在再而三地延迟发工资的机构真的很失望，也不会对它抱任何希望。明年拿到证书后立马走人！,Really disappointed and hopeless for this kind of agency that is delaying payroll over and over again. Immediately leave after getting the certificate next year!,0.664562616
zh-en,[衰]会考....一个比较恐怖的名词做起来也不是那么恐怖。说是闭卷考试其实和开卷有什么区别啊，前18名得是没我们这么好啦我刚好20.以后生物地理课要干嘛呢??,[Bad] proficiency test.... A more terrifying term is not so terrifying to do. What is the difference between the closed-book exam and the open-book exam? The top 18 is not as good as us. I am just 20. What will I do for the biogeography class in the future??,0.664562616
zh-en,冷啊，冻脚，放眼望去，就前边一个车，挺背啊。,"It's cold, my feet are freezing, and when I look around, there's a car in front of me, my back is quite stiff.",-0.80840135
zh-en,话说，盆友圈现在是一个打广告的好地方，虽然我自己也偶尔打个广告（尼玛那不是自愿的好吗）,"In other words, the circle of friends is now a good place to advertise, although I occasionally advertise myself (Nima is not voluntary, okay)",-0.80840135
zh-en,有人给我造谣在我背后骂我说是小偷看着他的手看着他的手我给孩子找本书吓得我紧抱着我的包感觉他们在背后指指点点说我感觉那些周围的人光想打死我太可怕了这些人太可怕了在我后边造谣的这些人在我背后骂我的这些人诈骗我13号楼一套公寓楼楼中楼还想利用公共场所有人的手打死我石家庄·海悦天地（商...,"Somebody lied to me, called me behind my back, said it was a thief, looked at his hand, looked at his hand, I was looking for a book for my child, I was scared, I hugged my bag, felt them behind my back, said I felt the people around me It's terrible that people just want to kill me, these people are terrible Dead Me Shijiazhuang·Haiyue Tiandi (Business...",0.664562616
zh-en,要把十天的觉补回来！这辈子也不下炕了！对！就让我睡死！,Make up for the ten days of sleep! I will never go to bed in this life! right! Just let me sleep!,0.517266219
zh-en,没发烧没感冒的出了一身汗是什么鬼,What the hell is a sweat without a fever and a cold?,0.664562616
zh-en,网友肉多多爆料：世纪广场这，什么情况,"Netizen meat Duoduo broke the news: Century Plaza, what's the situation",0.664562616
zh-en,靠，你自己的錯，這種口氣，跟我欠了你似的，火大,"Damn, it's your own fault, this tone, it's like I owe you, it's hot",-0.80840135
zh-en,渐渐的知道了，很多东西可遇而不可求，不属于自己的，何必拼了命去在乎。,"Gradually I came to know that there are many things that can be met but not sought, and that do not belong to you, so why bother to care.",0.664562616
zh-en,爆了一脸痘痘，心情真是糟糕透了，加班到现在才能睡觉，想想也是挺拼的，这是用生命在工作啊，问题是还没有工资，差评,"I have a pimple on my face, I am in a really bad mood. I can only sleep after working overtime. I think it is very hard work. This is working with my life. The problem is that there is no salary yet. Bad review",-0.071919367
zh-en,求CPA合作渠道啊，不然没钱吃饭了,"Ask for CPA cooperation channels, otherwise there will be no money to eat",-0.80840135
zh-en,每一次的假期都是在考验国家的基础设施和国人的素质[强壮][好]去客运站买个票结果把人吓傻了[紧张]恐怖[惊恐]满满的都是人[围观][围观][围观][围观][围观][围观][围观][围观][围观][围观][围观][围观][围观][围观][围观]。武汉,"Every vacation is a test of the country's infrastructure and the quality of the Chinese people [strong] [good] going to the passenger station to buy a ticket, and the result is scary [nervous] horror [horrified] full of people [surroundings] [Onlookers][Onlookers][Onlookers][Onlookers][Onlookers][Onlookers][Onlookers][Onlookers][Onlookers][Onlookers][Onlookers][Onlookers][Onlookers][Onlookers]. Wuhan",0.664562616
zh-en,骨灰级话唠又要相遇了😂遥想当年坐隔壁一起上班的时候常常聊到完全没法工作的节奏来着,"The hardcore chatter is about to meet again 😂 I remember when I sat next door to work together, I often talked about the rhythm that I couldn't work at all",0.517266219
zh-en,好嗨森啦，你们都不知啊，车子又烂在半坡上，坤仔娃说的他个乌鸦嘴。幸好小问题修好了！,"Hey Sen, you don't know, the car is rotten on the Banpo again, Kun Ziwa said he was a crow's mouth. Luckily the little problem was fixed!",-0.80840135
zh-en,一周有七天，本周的工作日为6.5天领导为了我们的茁壮成长真是操碎了心,"There are seven days in a week, 6.5 days in the week, and leadership is breaking my heart for us to thrive",-0.80840135
zh-en,悄不响的给我整套蓝shai“秋衣”。。。多奇怪的品位,"Quietly gave me a whole set of blue shai ""autumn clothes"". . . what a strange taste",0.664562616
zh-en,这么多的玩笑话，我该相信哪些？我觉得这娱乐时代都快把自己的判断力给模糊了,"So many jokes, what should I believe? I think this entertainment age is about to blur my judgment.",0.664562616
zh-en,十二点就爬上床睡觉，到现在都没睡着,Climbed into bed at twelve o'clock and haven't slept yet,0.664562616
zh-en,送外卖收到这钱，第一时间都没敢拿,"When I received the money for takeout, I didn't dare to take it for the first time.",-0.80840135
zh-en,在x网评论里经常看到有些人说话好难听，我说谁谁谁也不是坏话是建议，然后我又说中国最近也有事故，有个人评论我说我X死了，对吧，给他点赞的人还有这人他父母他全家已经惨死过了吧，不然不会那么没有素质教养，我骂你吗，我可没说啥就说我。以后再也不在那里评论了太可怕了,"I often see some people talking badly in the comments of x.com. I say that no one is bad, it is a suggestion, and then I say that there have been accidents in China recently. Someone commented that I said that X is dead, right, give him a thumbs up This person and this person, his parents, and his whole family have died tragically, otherwise they wouldn't be so unqualified, should I scold you, I didn't say anything and just said me. Will never comment there again it's horrible",-2.281365316
zh-en,我妈总是让我在感情泛滥的时候把我堵的心痛，做作业做到现在我也不容易啊！！！,"My mother always makes my heartache when I am overwhelmed with emotions, and it is not easy for me to do my homework now! ! !",-0.071919367
zh-en,最近这几天也不知道怎么背成这样，手受伤丢钱💰车🚗也被不知道哪个王八蛋划成这样没素质,"In the past few days, I don't know how to carry it like this. I hurt my hand and lost money 💰 Car 🚗 I don't know which bastard is classified as such unqualified",-0.80840135
zh-en,读书的时候最怕的就是自己一个好朋友跟另一个好朋友冷战，特别是大学宿舍里。天真的我以为毕业了就摆脱这个顾虑了，万万没想到，我爸跟我妈居然也来这套，而且今天已经是第七天了。简直心累到想狗带,"When I was studying, what I was most afraid of was a cold war between one of my good friends and another good friend, especially in the university dormitory. Naively, I thought I would get rid of this concern after graduation. I never imagined that my father and mother would also come here, and today is the seventh day. I'm so tired I want to take a dog",-0.80840135
